Name,SMILES,human VDss (L/kg),human CL (mL/min/kg),"fraction unbound 
in plasma (fu)",MRT (h),terminal  t1/2 (h),MW,HBA,HBD,TPSA_NO,RotBondCount,moka_ionState7.4,MoKa.LogP,MoKa.LogD7.4
Susalimod,[H]N(c1c(C)cccn1)S(c1ccc(C#Cc2ccc(c(c2)C(=O)O[H])O[H])cc1)(=O)=O,0.1,0.07,0.0019,23.8,16,408.43,7,3,116.6,8,anionic,4.1,0.52
Suvorexant,Cc1ccc(c(c1)C(=O)N2CCN(CC[C@H]2C)c3nc4cc(ccc4o3)Cl)n5nccn5,0.69,0.84,0.05,13.76,10.37,450.92,8,0,80.6,3,neutral,5.9,5.9
Tacrine,Nc1c2CCCCc2nc3ccccc13,11,56,0.25,3.3,3.3,198.26,2,1,38.9,0,cationic,3.3,0.83
Tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC,1.2,0.7,0.01,27,26,804.02,13,3,178.4,7,neutral,4,4
Talinolol,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,3.3,4.9,0.39,11,11,363.49,6,4,82.6,7,cationic,3.3,1.4
Tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N,0.21,0.62,0.01,5.6,6.8,408.51,7,2,99.9,11,cationic,2.5,1.6
Tanespimycin,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(=C\C=C/[C@H](OC)[C@@H](OC(=O)N)\C(=C\[C@H](C)[C@H]1O)\C)\C)C2=O,2,10.18,,3.27,3,585.69,11,4,166.3,7,neutral,2.9,2.9
Tanshinol,OC(C(O)CC1=CC(O)=C(O)C=C1)=O,0.38,17.75,,0.53,0.37,198.17,5,4,98,3,anionic,0.19,-3
Tapentadol,c1cc(cc(c1)[C@@H]([C@@H](C)CN(C)C)CC)O,4.64,21.33,,3.62,2.39,221.34,2,1,23.5,5,cationic,3.6,1.8
Tariquidar,n1cc(cc2ccccc12)C(=O)Nc1c(cc(c(c1)OC)OC)C(=O)Nc1ccc(cc1)CC[N@@]1Cc2cc(c(cc2CC1)OC)OC,6.4,2.8,,38,29,646.73,10,2,111.2,11,cationic,5.5,4.5
TAS-106,[C@H]1(n2c(=O)nc(cc2)N)O[C@@H]([C@]([C@H]1O)(O)C#C)CO,1.1,1.6,,11.7,10.9,267.24,8,4,130.8,3,neutral,-3.2,-3.2
Tasidotin,Cl.O=C(N1[C@@H](CCC1)C(=O)NC(C)(C)C)[C@H]1N(CCC1)C(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C)C)C(C)C)C(C)C)C)C(C)C,0.33,9.6,,0.58,0.57,643.3,11,2,122.4,11,neutral,3.5,3.4
Tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1c2cccc3c2CCO3,0.33,9.04,,0.62,0.75,245.32,3,1,38.3,4,neutral,2.1,2.1
Tazarotene,c12c(cc(C#Cc3ccc(C(OCC)=O)cn3)cc1)C(CCS2)(C)C,3.55,37.2,,1.56,6.22,351.46,3,0,39.2,5,neutral,5.3,5.3
Tazobactam,S1([C@@]([C@@H](N2C(=O)C[C@@H]12)C(O)=O)(Cn1ccnn1)C)(=O)=O,0.26,4.81,0.7,0.89,0.97,300.29,9,1,122.5,3,anionic,-1.7,-5.2
Tebufelone,[H]C#CCCCC(c1cc(c(c(c1)C(C)(C)C)O[H])C(C)(C)C)=O,12,8.9,,22.3,50.7,300.44,2,1,37.3,6,neutral,5.4,5.4
Tedizolid,Cn1nc(nn1)c2ccc(cn2)c3ccc(cc3F)N4C[C@@H](OC4=O)CO,0.91,1.19,0.11,12.64,10.16,370.34,9,1,106.3,4,neutral,2,2
Tegafur,c1c(c(=O)[nH]c(=O)n1C2CCCO2)F,0.62,0.95,,10.75,8.69,200.17,5,1,64.1,1,neutral,0.078,-3.4
Tegaserod,CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12,5.3,18,0.02,4.9,11,301.39,6,4,85.3,9,cationic,4.3,0.86
Teicoplanin A2-1,C(C(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO)C\C=C/CCCCC,0.92,0.32,0.14,45.6,48.1,1877.64,42,24,662.4,19,anionic,0.47,-2.2
Teicoplanin A2-2,C(C)(CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO)C,0.83,0.25,0.09,56.1,54.2,1879.66,42,24,662.4,19,anionic,0.88,-1.8
Teicoplanin A2-3,C(CC)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO,0.57,0.18,0.06,51.7,49.3,1879.66,42,24,662.4,20,anionic,1,-1.7
Teicoplanin A2-4,C([C@@H](CC)C)CCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO,0.57,0.15,0.044,64.8,58.1,1893.68,42,24,662.4,20,anionic,1.4,-1.3
Teicoplanin A2-5,C(C(C)C)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO,0.42,0.09,0.033,78.2,66.8,1893.68,42,24,662.4,20,anionic,1.4,-1.3
Telavancin,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3c4Oc5ccc(cc5Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]6C(=O)N[C@H]7C(=O)N[C@@H]([C@H](O)c8ccc(Oc3cc6c4)c(Cl)c8)C(=O)N[C@H](C(=O)O)c9cc(O)c(CNCP(=O)(O)O)c(O)c9c%10cc7ccc%10O)O[C@@H](C)[C@H]1O,0.11,0.2,0.07,9.2,6.7,1755.63,38,23,598.1,30,anionic,2,0.08
Telcagepant,O=c1n(c2c([nH]1)nccc2)C1CCN(CC1)C(=O)N[C@H]1C(=O)N(CC(F)(F)F)C[C@@H](CC1)c1c(F)c(F)ccc1,0.86,5.8,,2.5,8.2,566.52,9,2,103.3,4,neutral,3.5,-0.022
Telithromycin,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC,3,14,0.41,3.6,12,812,15,1,171.8,11,cationic,3.7,2.4
Telmisartan,CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C,5.3,8.4,0.004,11,20,514.62,6,1,72.9,7,anionic,7.7,4.7
Temocillin,N12[C@H](C(S[C@@H]2[C@](C1=O)(OC)NC(=O)[C@@H](c1cscc1)C(=O)O)(C)C)C(=O)O,0.11,0.34,0.21,5.2,4.1,414.45,9,3,133.2,6,anionic,0.81,-5.7
Temoporfin,c1(c2[nH]c(c(c3nc(c(c4cc(ccc4)O)c4[nH]c(c(c5nc1CC5)c1cc(ccc1)O)cc4)C=C3)c1cc(ccc1)O)cc2)c1cc(ccc1)O,,0.06,0.14,,91.5,690.83,8,8,136.6,4,neutral,5.1,5
Temozolomide,CN1N=Nc2c(ncn2C1=O)C(=O)N,0.5,3.6,,2.3,1.5,194.15,8,1,105.9,1,neutral,-1.1,-1.1
Temsirolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO,3,7.7,,10,18,1030.29,17,4,242,11,neutral,5.6,5.6
Tenidap,c1cc(sc1)/C(=C/2\c3cc(ccc3N(C2=O)C(=O)N)Cl)/O,0.11,0.058,0.01,31.6,22.7,320.75,5,2,83.6,1,anionic,2.1,0.95
Tenifatecan,CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)CCC(=O)Oc6c(c(c7c(c6C)CC[C@@](O7)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)C,0.15,0.81,,3.34,3.77,905.17,11,1,143.2,21,neutral,9,9
Teniposide,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@H](O[C@H]5[C@H](O)[C@H]4O)c6cccs6)c7cc8OCOc8cc27,0.41,0.19,0.0044,37,16,656.65,13,3,160.8,6,neutral,0.15,0.15
Tenofovir,C[C@H](Cn1cnc2c(N)ncnc12)OCP(=O)(O)O,0.83,3.1,0.93,3.8,5.8,287.21,9,3,136.4,5,anionic,-1.3,-6.4
Tenoxicam,CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3,0.19,0.03,0.0085,92,67,337.37,7,2,99.6,2,anionic,2.5,-0.92
Terazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CCCO4,0.98,1.1,0.08,15,9,387.43,9,1,103,4,neutral,2,1.9
Terbutaline,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,1.5,3.4,0.75,7.4,15,225.28,4,4,72.7,3,cationic,0.93,-0.41
Teriflunomide,c1c(ccc(c1)C(F)(F)F)NC(=O)/C(=C(/C)O)C#N,0.16,0.007,0.01,367,350,270.21,4,2,73.1,3,anionic,3.9,2.4
Teriparatide,c12c(C[C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](Cc3c[nH]cn3)NC([C@@H](NC(CNC([C@@H](NC([C@@H](NC([C@@H](Cc3c[nH]cn3)NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](CO)N)=O)C(C)C)=O)CO)=O)CCC(O)=O)=O)[C@@H](CC)C)=O)CCC(N)=O)=O)CC(C)C)=O)CCSC)=O)=O)CC(N)=O)=O)CC(C)C)=O)=O)CCCCN)=O)=O)CC(C)C)=O)CC(N)=O)=O)CO)=O)CCSC)=O)CCC(O)=O)=O)CCCNC(N)=N)=O)C(C)C)=O)CCC(O)=O)=O)C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](Cc3c[nH]cn3)C(N[C@@H](C(N[C@@H](Cc3ccccc3)C(O)=O)=O)CC(N)=O)=O)=O)C(C)C)=O)CC(O)=O)=O)CCC(N)=O)=O)CC(C)C)=O)CCCCN)=O)CCCCN)=O)CCCNC(N)=N)=O)CC(C)C)=O)c[nH]c1cccc2,0.17,21.4,,0.13,0.14,4117.72,106,60,1752.6,146,cationic,-9,-9
Terlipressin,c1ccc(cc1)C[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N2)Cc3ccc(cc3)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0.24,8.2,,0.5,0.9,1227.37,31,16,512.8,25,cationic,-7.1,-9
Terodiline,CC(CC(c1ccccc1)c2ccccc2)NC(C)(C)C,5.1,1.1,0.08,81,56,281.44,1,1,12,5,cationic,5,2.1
Tesaglitazar,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(=O)(=O)C)cc2)cc1)C(=O)O,0.13,0.039,0.0011,56,45,408.47,7,1,99.1,11,anionic,2.7,-0.53
Testosterone,[C@@H]12[C@@H]([C@@]3(C(=CC(=O)CC3)CC2)C)CC[C@]2([C@H]1CC[C@@H]2O)C,0.35,24.5,0.057,0.25,0.17,288.42,2,1,37.3,0,neutral,3.3,3.3
Tetracycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,1.2,1.5,0.78,12,9.4,444.43,10,6,181.6,2,anionic,-0.87,-3.4
"Tetrahydrocannabinol, D9-",CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1,8.9,3.2,0.05,46,33,314.46,2,1,29.5,4,neutral,7,7
"Tetrahydrocannabinol,11-Nor-9-carboxy-D9-",CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C(=O)O)(C)C)O,1.28,1.2,,18.1,17.6,344.44,4,2,66.8,5,anionic,5.9,3.5
Tezosentan,COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cn3)C(C)C)nc(nc2OCCO)c4ccnc(c4)c5nnn[nH]5,0.28,8.1,0.0085,0.58,3.8,605.63,15,3,200.1,12,anionic,3.5,-1.6
TH-302,C(OP(=O)(NCCBr)NCCBr)c1n(C)c(nc1)N(=O)=O,0.64,14.8,,0.72,1,449.04,9,2,114,10,neutral,0.35,0.35
Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.95,3.4,0.4,4.3,4.7,258.23,6,1,83.5,1,neutral,0.87,0.58
Theophylline,CN1C(=O)N(C)c2[nH]cnc2C1=O,0.51,0.86,0.61,9.9,7.2,180.16,6,1,69.3,0,neutral,-0.22,-0.22
Thiamphenicol glycinate,C(CN)(=O)OC[C@H]([C@@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl,0.13,9.6,0.27,0.23,0.28,413.27,8,3,135.8,9,cationic,-1.4,-1.8
Thioguanine,n1c2c(nc[nH]2)c([nH]c1N)=S,2.89,15.4,,3.13,24.35,167.19,5,3,83.4,0,anionic,-1.2,-4.7
Thionylan (Methapyrilene),CN(C)CCN(Cc1cccs1)c2ccccn2,3.3,28,,2,1.6,261.39,3,0,19.4,6,cationic,2.7,1.6
Thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,1.2,8.2,0.14,2.4,2,242.34,4,2,58.2,4,anionic,2.8,2.5
Thiotepa,S=P(N1CC1)(N2CC2)N3CC3,1.6,6.7,0.9,4,2.7,189.22,3,0,9,3,neutral,0.53,0.53
Tiagabine,Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C,1.1,1.6,0.04,12,10,375.55,3,1,40.5,6,zwitterionic,5.3,2.4
Tianeptine,c1(cc2c(cc1)[C@@H](c1c(cccc1)N(S2(=O)=O)C)NCCCCCCC(O)=O)Cl,0.3,2.8,0.05,1.9,1.4,436.95,6,2,86.7,8,anionic,4.4,1.6
Tiapride,c1(c(ccc(c1)S(C)(=O)=O)OC)C(NCCN(CC)CC)=O,1.1,4.7,,3.8,3.2,328.43,6,1,75.7,8,cationic,0.7,-0.86
Tiaprofenic acid,O=C(c1ccccc1)c1sc(cc1)[C@@H](C(=O)O)C,0.08,0.62,0.015,2.3,2.1,260.31,3,1,54.4,4,anionic,2.7,-0.53
Tiazofurin,NC(=O)c1csc(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,1.1,2.4,0.47,7.6,5.9,260.27,7,4,125.9,3,neutral,-1.8,-1.8
Ticagrelor,Sc1nc(N[C@@H]2C[C@H]2c3ccc(F)c(F)c3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1,1.25,3.38,0.002,6.16,6.8,480.49,10,4,138.4,7,anionic,0.93,-1.2
Ticarcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,0.16,1.8,0.55,1.5,1,384.43,8,3,124,5,anionic,0.88,-5.7
Tigecycline,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C,12,3.8,0.2,53,48,585.65,13,7,205.8,6,cationic,-0.11,-2.9
Tilidine,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c2ccccc2,4,16,0.21,4.2,5,273.37,3,0,29.5,5,cationic,4.1,3.4
Tiludronate,c1cc(ccc1Cl)SC(P(O)(O)=O)P(O)(O)=O,0.23,0.4,0.1,9.5,7.7,318.61,6,4,115.1,4,anionic,0.35,-4.4
Timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,1.5,8.5,0.9,3,2.2,316.42,7,2,79.7,6,cationic,1.4,-0.34
Tinidazole,CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O,0.59,0.6,0.8,16,13,247.27,7,0,97.8,5,neutral,-0.48,-0.48
Tiopronin,C[C@@H](C(NCC(O)=O)=O)S,1.39,1.48,0.45,15.7,55,163.19,4,2,66.4,3,anionic,-0.23,-3.6
Tiotropium,O(C(=O)C(c1sccc1)(O)c1cccs1)C1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)[N+]2(C)C,32,12.6,0.28,42.3,,392.51,5,1,59.1,5,neutral,-2.3,-2.3
Tipifarnib,Cn1cncc1[C@@](c2ccc(cc2)Cl)(c3ccc4c(c3)c(cc(=O)n4C)c5cccc(c5)Cl)N,0.93,5.03,0.006,3.07,2.52,489.4,5,1,65.8,4,neutral,4.1,4.1
Tirapazamine,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],0.56,8.9,0.81,1,0.78,178.15,6,1,92.8,0,neutral,-1.7,-1.7
Tirilazad,C1(C=C[C@@]2(C3=CC[C@@]4([C@H]([C@@H](C[C@@H]4[C@@H]3CCC2=C1)C)C(CN1CCN(CC1)c1nc(nc(c1)N1CCCC1)N1CCCC1)=O)C)C)=O,9.8,7,0.006,23.2,49.3,624.86,8,0,72.9,6,cationic,8.1,6.1
Tirofiban,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,0.34,3,0.36,1.8,1.6,440.6,7,3,104.7,14,zwitterionic,4.4,1.6
Tizanidine,Clc1ccc2nsnc2c1NC3=NCCN3,2.4,11,0.7,3.6,2.4,253.71,5,2,62.2,2,cationic,1.4,-0.26
TLK286,c1ccc(cc1)[C@H](C(=O)O)NC(=O)[C@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)NC(=O)CC[C@@H](C(=O)O)N,0.46,28.5,,0.27,0.28,787.47,15,5,225.7,25,anionic,-1,-5.9
Toborinone,c1c(OC[C@@H](CNCc2cc(c(OC)cc2)OC)O)cc2c(c1)[nH]c(cc2)=O,1.6,8.9,,3.2,3.3,384.43,7,3,92.8,9,cationic,1.5,-0.85
Tobramycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,0.23,1.6,1,2.4,2,467.51,14,10,268.2,6,cationic,-7,-8.5
Tocainide,CC(N)C(=O)Nc1c(C)cccc1C,1.8,2.2,0.87,14,12,192.26,3,2,55.1,2,cationic,0.65,0.27
Tofacitinib,[C@@H]1([C@H](CN(CC1)C(=O)CC#N)N(c1ncnc2[nH]ccc12)C)C,1.24,5.88,0.6,3.5,,312.37,7,1,88.9,4,neutral,1.5,1.5
Tofogliflozin,CCc1ccc(cc1)Cc2ccc3c(c2)[C@]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC3,0.63,2.07,0.46,5.1,4.7,386.44,6,4,99.4,4,neutral,1.6,1.6
Tolamolol,Cc1ccccc1OCC(O)CNCCOc2ccc(cc2)C(=O)N,4,14,0.089,4.8,2.5,344.4,6,3,93.8,10,cationic,1.5,0.63
Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.12,0.21,0.05,9.5,7,270.35,5,2,75.3,5,anionic,2.3,0.17
Tolcapone,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)N(=O)=O,0.12,1.9,0.0012,1.1,1.1,273.24,6,2,103.3,3,anionic,3,0.84
Tolfenamic acid,c1ccc(c(c1Nc1ccccc1C(=O)O)C)Cl,0.16,2.37,0.003,1.13,2.15,261.7,3,2,49.3,3,anionic,4.8,2
Toloxatone,Cc1cccc(c1)N2CC(CO)OC2=O,1.5,11,0.49,2.3,1.6,207.23,4,1,49.8,2,neutral,1.9,1.9
Tolterodine,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,1.5,8.4,0.037,3,2.4,325.49,2,1,23.5,7,cationic,5.4,3.6
Tolvaptan,c1cc(c(cc1)C)C(=O)Nc1ccc(C(=O)N2CCC[C@@H](c3c2ccc(c3)Cl)O)c(c1)C,0.5,2.4,0.01,3.5,2.9,448.94,5,2,69.6,3,neutral,5.2,5.2
Tomopenem,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@H]3C[C@H](N(C)C3)C(=O)N4CC[C@@H](C4)NC(=O)CNC(=N)N,0.23,1.9,0.91,2,1.7,537.63,13,6,192.4,9,zwitterionic,-2.3,-4.7
Tonapofylline,C12(CCC(CC1)(CC2)c1[nH]c2c(n(c(n(c2n1)CCC)=O)CCC)=O)CCC(=O)O,0.76,1.08,0.1,11.7,16,416.51,8,2,110,8,anionic,3.2,0.73
Topiramate,[C@]12([C@H]([C@H]3[C@@H](CO2)OC(O3)(C)C)OC(O1)(C)C)COS(=O)(=O)N,0.8,0.27,0.72,48.7,34.8,339.36,9,1,115.5,3,neutral,0.47,0.44
Topixantrone,CN(C)CCNc1ccc2c3c(nn2CCNCCO)c4cnccc4C(=O)c13,57,27,,39,45,394.47,8,3,95.3,9,cationic,0.69,-1.4
Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,1.8,13,0.65,2.3,2.3,421.45,8,2,103.2,3,cationic,1.3,-1.5
Torsemide,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,0.21,0.53,0.01,6.6,5.1,348.42,7,3,100.2,5,anionic,2.9,0.095
Toxogonin,[n+]1(ccc(\C=N\O)cc1)COC[n+]1ccc(\C=N\O)cc1.[ClH-].[ClH-],0.17,1.9,,1.5,1.2,361.22,7,2,82.2,6,neutral,-9,-9
Tozasertib,c1(cc(nc(n1)Sc1ccc(cc1)NC(=O)C1CC1)N1CCN(CC1)C)Nc1n[nH]c(c1)C,5.1,18.4,,4.5,8.4,464.59,9,3,102.1,7,cationic,4.5,3.5
Trabectedin,COc1cc2c(CCN[C@]23CS[C@H]4[C@H]5[C@@H]6N(C)[C@@H](Cc7cc(C)c(OC)c(O)c67)[C@H](O)N5[C@@H](COC3=O)c8c9OCOc9c(C)c(OC(=O)C)c48)cc1O,25,12,0.06,35,44,761.84,14,4,168.7,4,cationic,1.8,1.2
Tramadol,COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C,2.8,6.5,0.8,7.2,5.8,263.38,3,1,32.7,4,cationic,2.6,0.99
Trametinib,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,13.94,0.8,0.03,304,229,615.39,9,2,102.1,5,neutral,4.6,4.6
Trandolapril,C1CC[C@@H]2C[C@H](N([C@@H]2C1)C([C@H](C)N[C@@H](CCc1ccccc1)C(OCC)=O)=O)C(=O)O,0.25,12.5,0.17,0.34,0.26,430.54,7,2,95.9,10,anionic,3.2,-0.16
Tranexamic acid,NC[C@@H]1CC[C@H](CC1)C(=O)O,0.38,2.4,0.97,2.6,2.3,157.21,3,2,63.3,2,zwitterionic,0.34,-1.9
Traxoprodil,C[C@@H]([C@@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,4.4,27,0.63,2.6,3.7,327.42,4,3,63.9,4,cationic,2.1,1
Trazodone,Clc1cccc(c1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2,0.52,1.4,0.08,6.2,7.3,371.86,6,0,42.4,5,neutral,4.5,4.3
Treosulfan,S(=O)(=O)(OC[C@@H]([C@H](COS(=O)(=O)C)O)O)C,0.59,4.9,,2,1.83,278.3,8,2,127.2,7,neutral,-3,-3
