smiles_r,human_VDss_L_kg,human_CL_mL_min_kg,human_fup,human_mrt,human_thalf,MW,HBA,HBD,TPSA_NO,RotBondCount,MoKa.LogP,MoKa.LogD7.4,molecular_weight_smiles_r
C[NH+](C)Cc1c(C(=O)NCCOc2ccc(C(O)=NO)cc2)oc2ccccc12,2.6,16.33,,2.65,5.9,397.42,8.0,3.0,104.3,8.0,2.0,1.7,398.17104728808994
C[NH+](C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,0.98,6.2,0.31,2.6,2.1,351.83,5.0,0.0,46.3,3.0,1.3,1.3,352.13234970809003
C[NH+](C)N=Nc1ccc(C(=O)[O-])cc1,0.25,1.3,,3.0,2.5,193.2,5.0,1.0,65.3,3.0,2.5,-0.32,193.085126592
C[NH+](C)N=Nc1nc[n-]c1C(N)=O,1.2,2.6,1.0,7.8,6.2,182.18,7.0,2.0,99.7,3.0,-0.12,-0.12,182.09160894
C[NH+](C)[C@@H](c1cccc([O-])c1)[C@H]1CCCC[C@H]1O,,2.2,,,3.85,249.35,3.0,2.0,43.7,3.0,2.7,2.1,249.172878976
C[NH+](C)[C@@H]1C([O-])=C(C(=O)NC[NH+]2CCCC2)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.54,0.97,0.5,9.3,8.8,527.57,11.0,6.0,170.9,4.0,0.097,-4.1,526.2194885639099
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])c(NC(=O)C[NH+]5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,2.3,3.71,0.18,10.3,,558.56,12.0,6.0,193.7,5.0,0.3,-3.9,557.2053157199101
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,1.3,1.1,0.59,17.0,12.0,464.85,10.0,6.0,181.6,2.0,-0.19,-2.9,462.08409040782
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0.9,2.0,0.52,7.4,7.0,478.88,10.0,6.0,181.6,2.0,-0.2,-3.1,476.09974047182
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1.2,1.5,0.78,12.0,9.4,444.43,10.0,6.0,181.6,2.0,-0.87,-3.4,442.13871282381996
C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C([O-])=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1.7,2.0,0.9,12.0,10.0,460.43,11.0,7.0,201.8,2.0,-1.9,-4.3,458.13362744381993
C[NH+](CC(N)=O)C(=O)[NH+](CCCl)N=O,0.76,9.0,,1.4,1.0,222.63,7.0,1.0,96.1,5.0,-0.4,-0.4,224.06652079618
C[NH+](CC(O)=NO)C(=O)C1CCCCC1C(=O)[O-],1.0,6.3,1.0,2.8,2.6,258.27,7.0,3.0,106.9,4.0,-1.0,-3.5,258.12157167600003
C[NH+](CCC(=O)/C=C/c1ccc([O-])cc1)CCc1ccc2c(c1)OCO2,2.13,713.0,,0.05,0.1,353.41,5.0,1.0,59.0,8.0,3.4,2.4,353.162708216
C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,3.3,5.2,0.36,11.0,8.1,441.56,8.0,2.0,104.8,11.0,1.9,1.2,442.14648941608993
C[NH+](c1nc2ccccc2s1)C1CC[NH+](C[C@@H](O)COc2ccc(F)cc2)CC1,5.5,4.05,0.014,22.6,18.9,415.52,5.0,1.0,48.8,8.0,4.7,4.2,417.1875291961799
C[NH+](c1nc2ccccc2s1)C1CC[NH+](C[C@H](O)COc2ccc(F)c(F)c2)CC1,2.6,1.7,0.003,26.0,21.6,433.51,5.0,1.0,48.8,8.0,4.9,4.4,435.17810738417995
C[NH+](c1nccc(=O)[n-]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.38,1.03,,6.0,9.6,432.49,7.0,1.0,70.1,5.0,3.5,3.5,432.20738764000004
C[NH+]1C(=O)C(O)C[C@H]1c1cccnc1,0.85,1.8,,7.9,5.9,192.21,4.0,1.0,53.4,1.0,-1.5,-2.0,193.09715407609
C[NH+]1C(=O)CC[C@H]1c1cccnc1,1.1,0.89,,21.0,17.0,176.22,3.0,0.0,33.2,1.0,-0.33,-0.33,177.10223945609
C[NH+]1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,0.19,0.03,0.0085,92.0,67.0,337.37,7.0,2.0,99.6,2.0,2.5,-0.92,338.0263742840899
C[NH+]1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2,11.85,4.98,,39.5,29.8,333.49,1.0,0.0,3.2,0.0,5.5,3.9,334.16239718809
C[NH+]1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCC[NH+]4C(=O)C(Cc4ccccc4)[NH+]3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,3.6,15.0,0.02,4.0,2.1,581.66,10.0,3.0,118.2,4.0,3.6,3.5,584.2856485762701
C[NH+]1CC(C(=O)N[C@]2(C)O[C@]3(O)[C@@H]4CCC[NH+]4C(=O)C(Cc4ccccc4)[NH+]3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.33,15.07,0.07,0.36,0.55,583.68,10.0,3.0,118.2,4.0,3.8,3.3,586.30129864027
C[NH+]1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,15.0,9.0,0.17,27.0,22.0,381.9,4.0,0.0,35.9,3.0,3.8,2.4,382.16806652009
C[NH+]1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,1.6,5.3,0.15,5.0,4.2,382.52,4.0,1.0,53.2,6.0,3.7,2.2,383.17877552409
C[NH+]1CCC[C@H]1c1cccnc1,2.6,18.0,0.95,2.4,2.0,162.23,2.0,0.0,16.1,1.0,1.1,-0.46,163.12297490009
C[NH+]1CCN(C2=[NH+]c3cc(Cl)ccc3Nc3ccccc32)CC1,1.6,2.5,0.055,11.0,10.0,326.82,4.0,1.0,30.9,1.0,4.5,4.1,328.14437719218
C[NH+]1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(CCF)c3c2F)CC1,1.6,2.4,0.73,11.0,8.6,369.34,6.0,1.0,64.1,4.0,2.0,-0.27,369.130026096
C[NH+]1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,15.31,20.9,,12.26,10.98,372.68,5.0,1.0,58.3,2.0,4.4,3.6,372.0544050040901
C[NH+]1CCOC(c2ccccc2)c2ccccc2C1,5.6,12.0,,8.1,5.0,253.34,2.0,0.0,12.5,1.0,2.9,2.4,254.15394068009
C[NH+]1CC[C@H](c2c([O-])cc([O-])c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,1.5,6.1,0.06,4.0,5.2,401.84,6.0,3.0,90.2,2.0,3.6,2.4,400.09572396791
C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc([O-])cc13,11.5,15.7,0.6,12.2,13.5,257.37,2.0,1.0,23.5,0.0,3.0,0.98,257.177964356
C[NH+]1CC[C@]23c4c5ccc([O-])c4OC2C(=O)CC[C@H]3[C@H]1C5,4.3,28.0,0.86,2.6,2.3,285.34,4.0,1.0,49.8,0.0,1.5,0.47,285.136493468
C[NH+]1CC[C@]23c4c5ccc([O-])c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2.3,26.0,0.65,1.5,2.0,285.34,4.0,2.0,52.9,0.0,1.1,0.093,285.136493468
C[NH+]1CC[C@]23c4c5ccc([O-])c4O[C@H]2[C@@H](O[C@@H]2OC(C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,0.12,2.2,0.67,0.91,1.4,461.46,10.0,5.0,149.1,3.0,-0.47,-2.4,460.16130499190984
C[NH+]1CC[NH+](C(=O)OC2c3nccnc3C(=O)[NH+]2c2ccc(Cl)cn2)CC1,1.3,3.3,0.2,6.6,5.2,388.81,9.0,0.0,91.8,3.0,0.77,0.045,391.12689544027
C[NH+]1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,16.5,14.5,,15.46,13.53,266.38,2.0,0.0,6.5,3.0,3.2,2.4,268.19285160818
C[NH+]1CC[NH+](CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1.71,2.77,,10.3,11.1,351.4,7.0,1.0,68.8,2.0,1.3,0.93,353.18407781618004
C[NH+]1CC[NH+](CCCC[NH+]2C(=O)C[NH+](/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,13.0,2.4,0.06,100.0,79.0,457.95,8.0,0.0,72.9,8.0,3.5,2.2,461.2171732443599
C[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,22.0,16.0,,23.0,9.0,373.94,3.0,0.0,9.7,4.0,5.0,3.7,375.15249935218
C[NH+]1CC[NH+]2c3ccccc3Cc3ccccc3[C@H]2C1,13.75,21.9,0.05,10.5,9.6,264.36,2.0,0.0,6.5,0.0,3.1,2.3,266.17720154418
C[NH+]1CC[NH+]2c3ncccc3Cc3ccccc3C2C1,4.2,8.0,0.15,8.8,15.0,265.35,3.0,0.0,19.4,0.0,2.3,1.1,267.17245051218
C[NH+]1CCc2cccc3c2[C@H]1Cc1ccc([O-])c([O-])c1-3,1.6,40.0,0.05,0.67,0.68,267.32,3.0,2.0,43.7,0.0,3.0,2.1,266.11865233191
C[NH+]1CCc2nc(C(=O)N[C@@H]3CC(C(=O)[NH+](C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,1.53,5.19,0.5,4.91,6.7,548.06,11.0,3.0,136.6,6.0,1.5,1.3,549.19140402418
C[NH+]1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,23.0,12.4,0.05,30.9,,285.77,2.0,0.0,12.5,0.0,4.7,3.1,286.09931826409
C[NH+]1Cc2c(N)cccc2C(c2ccccc2)C1,6.0,22.0,0.4,4.5,6.5,238.33,2.0,1.0,29.3,1.0,2.3,0.87,239.15427502808998
C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,3.3,7.6,0.61,7.2,4.1,289.37,4.0,1.0,49.8,5.0,2.2,0.6,290.17507004809
C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,9.7,26.0,,6.3,5.6,284.35,4.0,1.0,45.3,3.0,3.4,1.8,285.15975433209
C[NH+]1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,3.1,16.0,,3.2,4.5,303.35,5.0,1.0,62.3,5.0,1.1,0.66,304.15433460408997
C[NH2+]/C(=C\[N+](=O)[O-])[NH2+]CCSCc1ccc(C[NH+](C)C)o1,1.2,9.6,0.95,2.1,2.1,314.4,7.0,2.0,86.6,10.0,0.33,-0.71,317.16309092027
C[NH2+]/C(=C\[N+](=O)[O-])[NH2+]CCSCc1csc(C[NH+](C)C)n1,1.0,9.8,0.65,1.7,1.5,331.46,7.0,2.0,86.0,10.0,-0.17,-0.24,334.13549626827006
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,2.9,19.0,0.47,2.5,2.8,237.73,2.0,1.0,29.1,2.0,2.6,2.2,238.09931826409
C[NH2+]CCC=C1c2ccccc2CCc2ccccc21,22.0,10.0,0.12,37.0,30.0,263.38,1.0,1.0,12.0,3.0,4.1,1.9,264.17467612409
C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,45.0,14.0,0.11,54.0,51.0,277.4,1.0,1.0,12.0,4.0,4.1,1.7,278.19032618809
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,15.0,11.0,0.16,23.0,22.0,266.38,2.0,1.0,15.3,4.0,3.8,1.4,267.18557515609
C[NH2+]CC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)[O-])[NH+]3C(=O)C([C@@H](C)O)[C@H]3[C@H]2C)C[NH2+]1,0.22,2.02,,2.04,1.48,399.5,8.0,5.0,122.1,8.0,-1.2,-3.6,401.19734493218004
C[NH2+]CC[C@@H](Oc1ccccc1C)c1ccccc1,0.85,9.3,0.02,1.5,5.2,255.35,2.0,1.0,21.3,6.0,3.6,1.5,256.16959074409
C[NH2+]CC[C@H](Oc1cccc2ccccc12)c1cccs1,,8.57,0.04,,12.0,297.41,2.0,1.0,21.3,6.0,4.0,2.5,298.12601168008996
C[NH2+]C[C@@H]1CC[C@@H]([NH3+])[C@@H](O[C@@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H]([NH2+]C)[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])O1,0.15,1.1,,2.4,2.1,463.57,12.0,8.0,199.7,7.0,-4.2,-6.9,468.33698091245
C[NH2+]C[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,18.8,14.6,,21.4,18.8,293.4,2.0,2.0,32.3,4.0,3.0,0.98,294.18524080809
C[NH2+]Cc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,3.28,4.31,,12.71,16.6,323.36,4.0,3.0,56.9,3.0,2.0,0.21,324.15066686808996
C[NH2+][C@@H](C)Cc1ccccc1,4.3,4.4,0.85,16.0,12.0,149.23,1.0,1.0,12.0,3.0,2.1,-0.2,150.12772593209
C[NH2+][C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,3.6,2.5,0.85,22.0,24.0,243.3,4.0,3.0,70.9,2.0,1.3,-0.86,244.14443861608999
C[NH2+][C@@H]1C[C@H]2OC(C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,0.15,0.0037,0.0022,680.0,790.0,482.53,8.0,3.0,89.7,2.0,2.5,-0.29,483.20268176409
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(C[NH2+]CCO)=CC[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2NC(=O)C(O)CC[NH3+])OC[C@]1(C)O,0.22,1.14,0.84,3.2,3.4,592.68,16.0,11.0,269.3,13.0,-6.3,-9.0,597.3795739964501
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(C[NH3+])=CC[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2[NH3+])OC[C@]1(C)O,0.19,1.0,0.15,3.2,2.4,447.53,12.0,8.0,213.7,6.0,-4.5,-8.4,452.30568078445
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]3O)[C@@H]([NH3+])C[C@H]2NC(=O)C(O)C[NH3+])OC[C@]1(C)O,0.32,1.3,0.95,4.1,24.0,569.6,17.0,12.0,297.7,9.0,-8.7,-9.0,573.3199276243599
C[NH2+][C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)[NH3+])CC[C@H]3[NH3+])[C@@H]([NH3+])C[C@H]2[NH3+])OC[C@]1(C)O,0.33,1.0,1.0,5.5,4.7,463.57,12.0,8.0,213.7,6.0,-4.1,-7.1,468.33698091245
C[NH2+][C@@H]1[C@H](O)[C@H]([NH2+]C)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,0.13,0.99,,2.2,1.8,332.35,9.0,5.0,129.5,2.0,-2.9,-5.3,334.17290401217997
C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0.34,0.78,0.65,7.3,4.3,581.57,19.0,14.0,331.4,11.0,-7.8,-9.0,584.28749904427
C[NH2+][C@H]1CN(c2ccc3c(=O)c(C(=O)[O-])cn(-c4nccs4)c3n2)C[C@@H]1OC,1.46,0.79,,30.6,25.5,401.44,9.0,2.0,109.6,5.0,1.1,-0.23,401.115775088
C[NH2+]n1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH+](C)CC3)cc21,,4.56,,,4.66,334.35,7.0,2.0,77.8,3.0,2.4,0.2,335.15139514009
C[n+]1cccc(OC(=O)[NH+](C)C)c1,1.1,9.6,1.0,1.8,1.5,181.21,4.0,0.0,33.4,2.0,-3.7,-3.7,182.10443052818
C[n+]1cccc(OC(=O)[NH+](C)CCCCCC[NH+](C)C(=O)Oc2ccc[n+](C)c2)c1,1.0,0.2,,82.4,59.8,416.51,8.0,0.0,66.8,11.0,-5.7,-5.7,418.25581124836
C[n+]1ccccc1C=NO,0.8,9.0,1.0,1.5,1.4,137.16,3.0,1.0,36.5,1.0,-3.2,-3.4,137.07093932809
Cc1[n-]c(=O)c(C#N)cc1-c1ccc2nccn2c1,0.64,11.0,,0.97,1.13,250.26,5.0,1.0,74.0,2.0,0.59,-2.9,249.07818448791
Cc1[n-]c(=O)c(C#N)cc1-c1ccncc1,0.25,6.2,0.035,0.67,0.8,211.22,4.0,1.0,65.8,2.0,-0.055,-0.57,210.06728545591
Cc1[n-]cnc1C[NH+]1CCc2c(c3ccccc3n2C)C1=O,1.1,8.7,0.18,2.1,1.6,294.35,5.0,1.0,53.9,2.0,1.4,1.4,294.14806119599996
Cc1[nH]c2ccccc2c1CC[NH2+]Cc1ccc(/C=C/C(O)=NO)cc1,,10.2,0.1,,13.1,349.43,5.0,4.0,77.1,7.0,2.6,0.73,350.18630342808996
Cc1c(-c2ccc([O-])cc2)n(Cc2ccc(OCC[NH+]3CCCCCC3)cc2)c2ccc([O-])cc12,15.4,6.7,0.02,37.5,30.0,470.6,5.0,2.0,57.9,7.0,6.6,5.5,469.24966649591
Cc1c(C)c2ccc(OCCC[NH+]3CC[NH+](Cc4ccc(Cl)cc4)CC3)cc2oc1=O,1.3,1.3,0.05,16.5,19.2,440.96,5.0,0.0,46.2,7.0,4.7,3.9,442.2012233721799
Cc1c(C[NH+](C)C(=O)C=Cc2cnc3c(c2)CCC(=O)N3)oc2ccccc12,0.43,0.9,,8.4,6.4,375.42,6.0,1.0,75.7,4.0,2.1,2.1,376.16556798409
Cc1c(Cl)cccc1Nc1ccccc1C(=O)[O-],0.16,2.37,0.003,1.13,2.15,261.7,3.0,2.0,49.3,3.0,4.8,2.0,260.04837985191
Cc1c(F)c(N2CC[NH2+][C@H](C)C2)cc2c1c(=O)c(C(=O)[O-])cn2C1CC1,,5.9,0.82,,9.2,359.39,6.0,2.0,74.6,3.0,2.8,-0.015,359.164519784
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,1.67,3.77,,7.38,6.95,383.46,5.0,2.0,71.1,5.0,4.2,4.2,383.200905292
Cc1c(OCC(F)(F)F)ccnc1C[S+](O)c1nc2ccccc2[n-]1,0.28,4.4,0.021,1.1,1.0,369.36,5.0,1.0,67.9,5.0,2.5,2.4,369.07588234800005
Cc1c([O-])ccc2c1OC[C@@H](c1ccc([O-])cc1)[C@H]2c1ccc([O-])cc1,1.2,8.42,,2.38,5.3,348.39,4.0,3.0,69.9,2.0,4.2,4.2,345.11432976373
Cc1c[nH]c2c([O-])cc3c(c12)[C@H](CCl)CN3C(=O)c1cc2cc(NC(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc([O-])c5[nH]cc(C)c65)cc4c3)ccc2[nH]1,0.05,0.5,,1.7,1.6,815.7,13.0,8.0,185.4,6.0,5.9,5.9,812.20401870782
Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)NC(N)=[NH2+],1.1,8.2,,2.3,2.2,320.37,7.0,3.0,118.0,4.0,0.4,0.24,321.1015878240901
Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)[NH+]3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc([O-])cc2)c[n-]1,0.15,0.48,0.03,5.2,5.4,612.64,15.0,5.0,208.7,9.0,-0.78,-3.9,610.1063842038201
Cc1cc(=O)n(-c2ccccc2)[nH]1,0.23,1.42,0.89,2.65,2.36,174.2,3.0,0.0,32.7,1.0,2.2,2.2,174.07931294
Cc1cc(=O)n(-c2ccccc2)n1C,0.77,0.64,0.93,20.0,12.0,188.23,3.0,0.0,23.5,1.0,0.19,0.19,188.094963004
Cc1cc(C)c2c(c1)[C@@H]([NH+](Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2CC1CCC(C(=O)[O-])CC1,1.82,0.84,0.001,36.15,51.94,638.65,8.0,1.0,87.4,7.0,7.5,5.2,638.2803937120001
Cc1cc(F)ccc1[C@H]1C[NH2+]CC[NH+]1C(=O)[NH+](C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.8,5.09,,12.8,10.03,491.44,4.0,1.0,35.6,3.0,4.7,4.3,494.20258928427
Cc1cc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[NH+]2C)no1,0.19,0.07,0.035,44.0,33.0,335.34,8.0,2.0,113.0,2.0,2.4,-0.77,336.06486796809
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.3,0.36,0.23,14.0,9.8,253.28,6.0,2.0,98.5,3.0,1.1,-0.56,253.052112212
Cc1cc(Nc2cc(N3CC[NH+](C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[n-]1,5.1,18.4,,4.5,8.4,464.59,9.0,3.0,102.1,7.0,4.5,3.5,464.21067851600003
Cc1cc(OC[C@H](O)C[NH2+]C(C)C)c(C)c(C)c1[O-],3.6,16.2,,3.7,3.1,267.36,4.0,3.0,61.7,6.0,2.6,0.77,267.18344366
Cc1cc([O-])c2c(=O)c3c([O-])cc([O-])c4c5c([O-])cc([O-])c6c(=O)c7c([O-])cc(C)c8c1c2c(c34)c(c78)c65,0.25,0.13,,32.0,42.0,504.44,8.0,6.0,155.5,0.0,5.2,1.8,498.04085875946
Cc1cc([O-])c2c(=O)c3c([O-])cc([O-])c4c5c([O-])cc([O-])c6c(=O)c7c([O-])cc(CO)c8c1c2c(c34)c(c65)c78,0.56,0.62,,15.0,20.0,520.44,9.0,7.0,175.7,1.0,4.0,0.59,514.03577337946
Cc1cc2c(OCC(O)C[NH2+]C(C)C)cccc2[nH]1,2.17,5.83,0.51,6.21,4.61,262.35,4.0,3.0,57.3,6.0,2.1,0.37,263.17540439609
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)[NH+](C)C)cc1,0.54,4.3,0.08,2.1,1.7,307.39,4.0,0.0,37.6,3.0,3.0,3.0,308.17573874409
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,1.5,0.79,0.081,32.0,26.0,358.84,4.0,0.0,59.9,3.0,3.5,3.5,358.0542764
Cc1ccc(-n2ccnc2)cc1C(O)c1c(C)cc(C(=O)[O-])cc1C,0.37,2.91,,2.17,2.37,336.38,5.0,2.0,75.3,4.0,3.6,1.2,335.14011604791
Cc1ccc(-n2nccn2)c(C(=O)[NH+]2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,0.69,0.84,0.05,13.76,10.37,450.92,8.0,0.0,80.6,3.0,5.9,5.9,451.16437810809
Cc1ccc(C(=O)[NH+](CCC[NH3+])C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1,6.74,5.83,,19.0,16.3,503.66,7.0,1.0,94.1,9.0,3.6,1.1,505.25004920018
Cc1ccc(C(=O)c2cc([O-])c([O-])c([N+](=O)[O-])c2)cc1,0.12,1.9,0.0012,1.1,1.1,273.24,6.0,2.0,103.3,3.0,3.0,0.84,271.04916954782004
Cc1ccc(C(C[NH3+])CC(=O)[O-])cc1,0.65,1.7,0.69,6.36,5.24,193.24,3.0,2.0,63.3,4.0,1.1,-1.2,193.11027872
Cc1ccc(N(CC2=[NH+]CCN2)c2cccc([O-])c2)cc1,,42.0,,,2.5,281.35,4.0,2.0,47.9,4.0,2.9,2.5,281.152812228
Cc1ccc(NC(=O)c2ccc(C[NH+]3CC[NH+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,3.9,3.3,0.05,20.0,22.0,493.6,8.0,2.0,86.3,7.0,4.4,3.3,495.2735615161801
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.16,0.06,0.01,44.4,,437.52,9.0,2.0,119.0,5.0,4.0,4.0,437.16339397600007
Cc1ccc(S(=O)(=O)[N-]C(=O)[N-]N2C[C@H]3CCC[C@@H]3C2)cc1,0.43,0.41,0.03,17.5,16.4,323.41,6.0,2.0,78.5,3.0,1.7,0.2,321.11580962782006
Cc1ccc(S(=O)(=O)[N-]C(=O)[NH2+][C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,0.27,0.34,,13.0,9.2,366.48,6.0,3.0,95.5,3.0,2.4,0.62,366.16132831199997
Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1,35.3,5.8,0.02,101.0,72.0,298.45,2.0,1.0,15.3,3.0,4.8,3.1,299.15764615609004
Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,1.19,2.74,0.01,7.25,10.3,444.52,5.0,4.0,90.1,5.0,3.3,3.3,444.1406731200001
Cc1ccc([O-])c([C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)c1,1.5,8.4,0.037,3.0,2.4,325.49,2.0,1.0,23.5,7.0,5.4,3.6,325.240564612
Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,0.52,9.45,0.02,0.92,1.27,278.35,3.0,0.0,34.9,2.0,3.8,3.8,278.14191319599996
Cc1cccc(C)c1NC(=O)C(C)[NH3+],1.8,2.2,0.87,14.0,12.0,192.26,3.0,2.0,55.1,2.0,0.65,0.27,193.13353958409
Cc1cccc(C)c1NC(=O)C1CCCC[NH+]1C,0.95,6.8,0.3,2.5,2.0,246.35,3.0,1.0,32.3,2.0,2.5,2.0,247.18048977608998
Cc1cccc(C)c1NC(=O)NCCC[NH2+]C(C)C,1.4,4.5,0.86,5.2,5.0,263.38,4.0,3.0,53.2,6.0,2.3,0.31,264.20703887209
Cc1cccc(C)c1OCC(C)[NH3+],5.9,8.3,0.36,12.0,9.9,179.26,2.0,1.0,35.3,3.0,2.2,0.55,180.13829061609
Cc1cccc(Cl)c1C(=O)NC(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)[O-],0.3,3.7,0.1,1.3,3.3,506.77,7.0,3.0,108.4,7.0,4.6,1.5,504.02901264391
Cc1cccc(N2CC(CO)OC2=O)c1,1.5,11.0,0.49,2.3,1.6,207.23,4.0,1.0,49.8,2.0,1.9,1.9,207.089543276
